ECRef,RegulatedEntityName,ReportingPeriodName,RegulatedEntityType,TotalExpenditure,DateIncurred,ExpenseCategoryName,SupplierName,FullAddress,AmountInEngland,AmountInScotland,AmountInWales,AmountInNorthernIreland,DateOfClaimForPayment,DatePaid,RedactedSupportingInvoiceId,RegulatedEntityId,SupplierId,JointCampaignName,UnregisteredCampaignerName,CampaigningName,IsOutsideSection75
SP0534740,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£275.00,14/10/2019,Unsolicited material to electors,BRRK Services Ltd,"Balfour Business Centre, Unit 1, Balfour House, 39-392 High Road, ILFORD, IG1 1BF, United Kingdom",£275.00,£0.00,£0.00,£0.00,14/10/2019,09/01/2020,69821.0,90,75962,,,,False
SP0534738,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£448.50,15/10/2019,Unsolicited material to electors,London Letterbox Marketing,"Lbox Communications, Richmond Bridge House, 419 Richmond Road, TWICKENHAM, TW1 2EX, United Kingdom",£448.50,£0.00,£0.00,£0.00,15/10/2019,09/01/2020,69820.0,90,75312,,,,False
SP0534736,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£290.59,05/10/2019,Unsolicited material to electors,Print In London LTD,"Unit 12, 22 Market Square, London, E14 6AB, United Kingdom",£290.59,£0.00,£0.00,£0.00,05/10/2019,09/01/2020,69819.0,90,75961,,,,False
SP0534735,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£4,000.00",04/10/2019,Unsolicited material to electors,cheapest print online,"Sandown Court, Station Road, Glenfield, Leicestershire, Leicestershire, LE3 8BT, United Kingdom","£4,000.00",£0.00,£0.00,£0.00,04/10/2019,09/01/2020,69818.0,90,75949,,,,False
SP0534734,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£8,646.96",03/10/2019,Unsolicited material to electors,London Letterbox Marketing,"Lbox Communications, Richmond Bridge House, 419 Richmond Road, TWICKENHAM, TW1 2EX, United Kingdom","£8,646.96",£0.00,£0.00,£0.00,03/10/2019,09/01/2020,69817.0,90,75312,,,,False
SP0534733,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£232.00,30/09/2019,Unsolicited material to electors,cheapest print online,"Sandown Court, Station Road, Glenfield, Leicestershire, Leicestershire, LE3 8BT, United Kingdom",£232.00,£0.00,£0.00,£0.00,30/09/2019,09/01/2020,69816.0,90,75949,,,,False
SP0534732,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£12,443.76",30/09/2019,Unsolicited material to electors,Stannp Ltd,"Unit 12 Taw Trade Park, Braunton Road, Barnstaple, EX31 1JZ, United Kingdom","£12,443.76",£0.00,£0.00,£0.00,30/09/2019,09/01/2020,69815.0,90,68371,,,,False
SP0534730,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,484.81",29/09/2019,Advertising,Stephanie Hartog,,"£1,484.81",£0.00,£0.00,£0.00,30/10/2019,22/11/2019,69814.0,90,75959,,,,False
SP0534728,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,046.15",29/09/2019,Advertising,Neena Bhawon,,"£2,046.15",£0.00,£0.00,£0.00,24/10/2019,22/11/2019,69813.0,90,75957,,,,False
SP0534727,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£939.65,29/09/2019,Advertising,Dominic Kelly,,£939.65,£0.00,£0.00,£0.00,21/10/2019,22/11/2019,69812.0,90,75956,,,,False
SP0534726,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,139.98",29/09/2019,Advertising,Harry Wood,,"£1,139.98",£0.00,£0.00,£0.00,20/10/2019,22/11/2019,69811.0,90,75955,,,,False
SP0534723,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£22,455.91",14/10/2019,Advertising,Stannp Ltd,"Unit 12 Taw Trade Park, Braunton Road, Barnstaple, EX31 1JZ, United Kingdom","£22,455.91",£0.00,£0.00,£0.00,14/10/2019,31/10/2019,69810.0,90,68371,,,,False
SP0534720,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,657.00",23/09/2019,Unsolicited material to electors,cheapest print online,"Sandown Court, Station Road, Glenfield, Leicestershire, Leicestershire, LE3 8BT, United Kingdom","£1,657.00",£0.00,£0.00,£0.00,23/09/2019,31/10/2019,69809.0,90,75949,,,,False
SP0534718,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£8,646.96",23/09/2019,Unsolicited material to electors,London Letterbox Marketing,"Lbox Communications, Richmond Bridge House, 419 Richmond Road, TWICKENHAM, TW1 2EX, United Kingdom","£8,646.96",£0.00,£0.00,£0.00,23/09/2019,31/10/2019,69808.0,90,75312,,,,False
SP0534712,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£263.50,01/12/2018,Unsolicited material to electors,Oxfordshire Liberal Democrats Printing Society,"Unit C4, Grange Court Business Park, Barton Lane, Abingdon, OX14 3NB, United Kingdom",£263.50,£0.00,£0.00,£0.00,27/01/2019,27/01/2019,69807.0,90,68393,,,,False
SP0534711,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£207.00,14/09/2019,Advertising,Liberal Democrat Image,"24 Cheyne Way, FARNBOROUGH, GU14 8RX, United Kingdom",£207.00,£0.00,£0.00,£0.00,14/09/2019,14/09/2019,69806.0,90,75294,,,,False
SP0534709,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£17,340.50",11/09/2019,Unsolicited material to electors,Stannp Ltd,"Unit 12 Taw Trade Park, Braunton Road, Barnstaple, EX31 1JZ, United Kingdom","£17,340.50",£0.00,£0.00,£0.00,11/09/2019,16/09/2019,69805.0,90,68371,,,,False
SP0534707,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£368.00,09/10/2019,Overheads and general administration,Martin Eggleston,,£368.00,£0.00,£0.00,£0.00,01/11/2019,25/11/2019,69804.0,90,75950,,,,False
SP0534703,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£6,264.98",01/09/2019,Unsolicited material to electors,Oxfordshire Liberal Democrats Printing Society,"Unit C4, Grange Court Business Park, Barton Lane, Abingdon, OX14 3NB, United Kingdom","£6,264.98",£0.00,£0.00,£0.00,21/11/2019,06/12/2019,69803.0,90,68393,,,,False
SP0534702,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,175.00",06/09/2019,Unsolicited material to electors,The Document Centre,"92 Southwark Bridge Road, London, ZZ0 0ZZ, United Kingdom","£1,175.00",£0.00,£0.00,£0.00,06/09/2019,24/12/2019,69802.0,90,75947,,,,False
SP0534699,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£300.00,28/11/2019,Overheads and general administration,Liberty Political,"5 Belmont Road, FALMOUTH, TR11 3NF, United Kingdom",£300.00,£0.00,£0.00,£0.00,28/11/2019,30/11/2019,69801.0,90,75945,,,,False
SP0534698,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£308.26,31/10/2019,Unsolicited material to electors,A.G.A Print Ltd t/a Solopress,"9-1 Stock Road, SOUTHEND-ON-SEA, SS2 5QF, United Kingdom",£308.26,£0.00,£0.00,£0.00,31/10/2019,11/11/2019,69800.0,90,75940,,,,False
SP0534695,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,329.30",01/11/2019,Unsolicited material to electors,Liberty Political,"5 Belmont Road, FALMOUTH, TR11 3NF, United Kingdom","£1,329.30",£0.00,£0.00,£0.00,01/11/2019,02/11/2019,69799.0,90,75945,,,,False
SP0534694,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,148.76",31/10/2019,Unsolicited material to electors,Stannp Ltd,"Unit 12 Taw Trade Park, Braunton Road, Barnstaple, EX31 1JZ, United Kingdom","£1,148.76",£0.00,£0.00,£0.00,31/10/2019,31/10/2019,69798.0,90,68371,,,,False
SP0534693,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£544.42,09/10/2019,Unsolicited material to electors,Liberty Political,"5 Belmont Road, FALMOUTH, TR11 3NF, United Kingdom",£544.42,£0.00,£0.00,£0.00,09/10/2019,09/10/2019,69797.0,90,75945,,,,False
SP0534692,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,098.44",06/09/2019,Unsolicited material to electors,Royal Mail Group,"1 Victoria Embankment, London, ZZ0 0ZZ, United Kingdom","£3,098.44",£0.00,£0.00,£0.00,06/09/2019,06/09/2019,69796.0,90,68085,,,,False
SP0534691,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,479.20",10/09/2019,Unsolicited material to electors,Mortons Media Group Ltd,"Media Centre, Morton Way, Horncastle, LN9 6JR, United Kingdom","£1,479.20",£0.00,£0.00,£0.00,10/09/2019,07/10/2019,69795.0,90,68080,,,,False
SP0534690,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£638.08,28/08/2019,Unsolicited material to electors,Liberty Political,"5 Belmont Road, FALMOUTH, TR11 3NF, United Kingdom",£638.08,£0.00,£0.00,£0.00,28/08/2019,28/08/2019,69794.0,90,75945,,,,False
SP0534688,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£230.85,31/07/2019,Unsolicited material to electors,Liberty Political,"5 Belmont Road, FALMOUTH, TR11 3NF, United Kingdom",£230.85,£0.00,£0.00,£0.00,31/07/2019,31/07/2019,69793.0,90,75945,,,,False
SP0534682,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£251.55,06/09/2019,Advertising,Parcel2Go Ltd,"The Cube, Coe Street, Bolton, BL3 6BU, United Kingdom",£214.09,£24.29,£13.17,£0.00,06/09/2019,06/09/2019,69792.0,90,68590,,,,False
SP0534681,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£477.48,17/08/2019,Advertising,4imprint,"5 Ball Green, Cobra Court, Trafford Park, Manchester, ZZ0 0ZZ, United Kingdom",£406.36,£46.11,£25.01,£0.00,17/08/2019,30/08/2019,69791.0,90,75944,,,,False
SP0534677,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£268.49,17/08/2019,Advertising,Discountstickerprinting,"Unit 8 Network Centre, Doncaster Road, Kirk Sandall, Doncaster, DN3 1HP, United Kingdom",£228.50,£25.93,£14.06,£0.00,17/08/2019,19/08/2019,69790.0,90,75942,,,,False
SP0534676,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£310.00,18/08/2019,Advertising,Badges & Stickers,"12 Middle Watch, Swavesey, Cambridge, Cambridgeshire, CB24 4RP, United Kingdom",£263.83,£29.93,£16.24,£0.00,18/08/2019,18/08/2019,69789.0,90,75941,,,,False
SP0534662,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£302.40,15/10/2019,Rallies and other events,Carrick Signs Ltd,"Unit 8 Park Seventeen, Moss Lane, Whitefield, Manchester, M45 8FJ, United Kingdom",£257.36,£29.20,£15.84,£0.00,15/10/2019,16/10/2019,69788.0,90,68070,,,,False
SP0534652,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£288.00,03/12/2018,Advertising,Nitro Branding Ltd,"Unit 2 Sinclair Court, Faraday Road, Great Yarmouth, Norfolk, NR31 8AS, United Kingdom",£288.00,£0.00,£0.00,£0.00,03/12/2018,07/12/2018,69787.0,90,75938,,,,False
SP0534639,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£440.01,10/09/2019,Unsolicited material to electors,Postal Choices Ltd t/a Onepost,"Unit G8, Bolingbroke Way, Patchway, Bristol, BS34 6FE, United Kingdom",£440.01,£0.00,£0.00,£0.00,10/09/2019,01/10/2019,69786.0,90,68100,,,,False
SP0534638,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,508.10",11/06/2019,Unsolicited material to electors,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom","£1,508.10",£0.00,£0.00,£0.00,11/06/2019,02/07/2019,69785.0,90,68079,,,,False
SP0534636,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,221.41",20/12/2018,Unsolicited material to electors,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom","£1,221.41",£0.00,£0.00,£0.00,20/12/2018,02/02/2019,69784.0,90,68079,,,,False
SP0534635,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,258.01",06/12/2018,Unsolicited material to electors,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom","£1,258.01",£0.00,£0.00,£0.00,06/12/2018,16/01/2019,69783.0,90,68079,,,,False
SP0534627,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,636.61",14/03/2019,Unsolicited material to electors,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom","£3,636.61",£0.00,£0.00,£0.00,14/03/2019,25/06/2019,69782.0,90,68079,,,,False
SP0534626,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£12,070.86",07/03/2019,Unsolicited material to electors,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom","£12,070.86",£0.00,£0.00,£0.00,07/03/2019,25/06/2019,69781.0,90,68079,,,,False
SP0534625,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£9,127.99",01/02/2019,Unsolicited material to electors,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom","£9,127.99",£0.00,£0.00,£0.00,01/02/2019,04/02/2019,69780.0,90,68079,,,,False
SP0534624,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£14,947.28",01/02/2019,Unsolicited material to electors,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom","£14,947.28",£0.00,£0.00,£0.00,01/02/2019,04/02/2019,69779.0,90,68079,,,,False
SP0534623,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£796.80,01/02/2019,Unsolicited material to electors,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom",£796.80,£0.00,£0.00,£0.00,01/02/2019,04/02/2019,69778.0,90,68079,,,,False
SP0534622,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£6,324.80",01/02/2019,Unsolicited material to electors,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom","£6,324.80",£0.00,£0.00,£0.00,01/02/2019,04/02/2019,69777.0,90,68079,,,,False
SP0534621,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£5,264.01",12/01/2019,Unsolicited material to electors,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom","£5,264.01",£0.00,£0.00,£0.00,12/01/2019,17/01/2019,69776.0,90,68079,,,,False
SP0534566,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£338.80,29/11/2019,Transport,Virgin Trains,"PO Box 23972?, Edinburgh, EH3 5DA, United Kingdom",£288.34,£32.72,£17.74,£0.00,29/11/2019,29/11/2019,69775.0,90,68116,,,,False
SP0534508,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£225.00,01/11/2019,Transport,Easyhotel Uk Limited,"Easyhotel House, London, EC1V 9AZ, United Kingdom",£191.49,£21.73,£11.78,£0.00,01/11/2019,01/11/2019,69774.0,90,68252,,,,False
SP0534470,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£220.20,14/10/2019,Transport,Virgin Trains,"PO Box 23972?, Edinburgh, EH3 5DA, United Kingdom",£187.41,£21.26,£11.53,£0.00,14/10/2019,14/10/2019,69773.0,90,68116,,,,False
SP0534468,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£900.00,14/10/2019,Transport,Easyhotel Uk Limited,"Easyhotel House, London, EC1V 9AZ, United Kingdom",£765.95,£86.91,£47.14,£0.00,14/10/2019,14/10/2019,69772.0,90,68252,,,,False
SP0534450,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£300.00,22/09/2019,Transport,Booking.com,"C/O The Royal Hotel, Market Place , 1017 SG, Kettering, ZZ0 0ZZ, United Kingdom",£255.32,£28.97,£15.71,£0.00,22/09/2019,22/09/2019,69771.0,90,54571,,,,False
SP0534397,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£600.00,06/08/2019,Transport,Easyhotel Uk Limited,"Easyhotel House, London, EC1V 9AZ, United Kingdom",£510.64,£57.94,£31.42,£0.00,06/08/2019,06/08/2019,69770.0,90,68252,,,,False
SP0534383,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£205.28,09/07/2019,Transport,Hotels.com,"Suite 4, 144 North Central Expressway, 75231, 75231, Dallas, ZZ0 0ZZ, United States of America",£174.71,£19.82,£10.75,£0.00,09/07/2019,09/07/2019,69769.0,90,54852,,,,False
SP0534369,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£353.20,02/07/2019,Transport,Virgin Trains,"PO Box 23972?, Edinburgh, EH3 5DA, United Kingdom",£300.59,£34.11,£18.50,£0.00,02/07/2019,02/07/2019,69768.0,90,68116,,,,False
SP0534312,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£260.00,03/06/2019,Transport,Easyhotel Uk Limited,"Easyhotel House, London, EC1V 9AZ, United Kingdom",£221.27,£25.11,£13.62,£0.00,03/06/2019,03/06/2019,69767.0,90,68252,,,,False
SP0534243,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£396.00,03/07/2019,Transport,Eurostar,"Euston Road, London, NW1 2QP, United Kingdom",£337.02,£38.24,£20.74,£0.00,03/07/2019,03/07/2019,69766.0,90,75900,,,,False
SP0534100,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£446.90,09/12/2019,Transport,Airbnb Inc,"888 Brannan Street, San Francisco, ZZ0 0ZZ, United States of America",£380.34,£43.15,£23.41,£0.00,09/12/2019,09/12/2019,69765.0,90,68113,,,,False
SP0534074,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£253.00,13/11/2019,Transport,Booking.com,"C/O The Royal Hotel, Market Place , 1017 SG, Kettering, ZZ0 0ZZ, United Kingdom",£215.32,£24.43,£13.25,£0.00,13/11/2019,13/11/2019,69764.0,90,54571,,,,False
SP0534069,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£214.00,03/11/2019,Transport,Booking.com,"C/O The Royal Hotel, Market Place , 1017 SG, Kettering, ZZ0 0ZZ, United Kingdom",£182.13,£20.66,£11.21,£0.00,03/11/2019,03/11/2019,69763.0,90,54571,,,,False
SP0534049,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£646.69,08/12/2019,Transport,Airbnb Inc,"888 Brannan Street, San Francisco, ZZ0 0ZZ, United States of America",£550.37,£62.45,£33.87,£0.00,08/12/2019,08/12/2019,69762.0,90,68113,,,,False
SP0533589,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£403.20,17/11/2019,Transport,Airbnb Inc,"888 Brannan Street, San Francisco, ZZ0 0ZZ, United States of America",£343.15,£38.93,£21.12,£0.00,17/11/2019,17/11/2019,69761.0,90,68113,,,,False
SP0533555,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£288.70,29/10/2019,Transport,Airbnb Inc,"888 Brannan Street, San Francisco, ZZ0 0ZZ, United States of America",£245.70,£27.88,£15.12,£0.00,29/10/2019,29/10/2019,69760.0,90,68113,,,,False
